CourseID,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
HK25300,4.0,15.0,6.0,7.0,13.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
HK25800,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK26300,0.0,8.0,6.0,6.0,14.0,15.0,7.0,9.0,5.0,2.0,0.0,1.0,0.0
HK28700,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HK30200,0.0,13.0,9.0,9.0,13.0,11.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0
HK30800,0.0,45.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HK31800,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK32200,0.0,35.0,10.0,4.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HK36800,0.0,43.0,8.0,8.0,13.0,7.0,11.0,4.0,1.0,6.0,5.0,1.0,5.0
HK37200,4.0,15.0,8.0,13.0,16.0,2.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0
HK37600,0.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0
HK40500,0.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HK41100,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK41500,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK42100,0.0,28.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK42200,0.0,23.0,8.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HK44400,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK46500,0.0,45.0,18.0,7.0,16.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0
HK46800,10.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
HK46900,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK48500,0.0,11.0,5.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HK49000,0.0,29.0,10.0,6.0,9.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
HK53600,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HONR19900,3.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HONR19901,112.0,899.0,63.0,15.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
HONR19903,0.0,11.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HONR22100,12.0,10.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
HONR29900,0.0,138.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
HONR29901,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HONR39900,16.0,84.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HONR49900,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HONR59901,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORT10100,19.0,69.0,7.0,1.0,21.0,1.0,3.0,10.0,0.0,2.0,0.0,0.0,3.0
HORT12100,40.0,24.0,15.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
HORT21700,0.0,10.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
HORT21810,11.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
HORT21820,0.0,4.0,11.0,2.0,4.0,11.0,2.0,5.0,1.0,2.0,0.0,2.0,0.0
HORT27000,0.0,117.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
HORT29100,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HORT30600,38.0,30.0,11.0,3.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
HORT31700,0.0,6.0,1.0,3.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
HORT31800,1.0,3.0,1.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
HORT43500,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HORT52500,4.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORT53100,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSCI10100,24.0,147.0,60.0,38.0,30.0,4.0,6.0,2.0,0.0,0.0,3.0,1.0,3.0
HSCI13100,3.0,58.0,13.0,9.0,51.0,3.0,10.0,22.0,2.0,4.0,7.0,1.0,6.0
HSCI19000,0.0,10.0,0.0,1.0,7.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0
HSCI19501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSCI20200,2.0,131.0,48.0,25.0,20.0,12.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0
HSCI22500,25.0,38.0,11.0,4.0,7.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
HSCI30500,29.0,26.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
HSCI31200,10.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
HSCI31300,1.0,6.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSCI33400,32.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HSCI34500,0.0,17.0,1.0,9.0,14.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
HSCI39601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSCI42000,0.0,26.0,6.0,9.0,19.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0
HSCI52600,1.0,5.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HSCI54700,0.0,15.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HSCI56000,6.0,38.0,0.0,12.0,9.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
HSCI57400,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSCI58000,7.0,15.0,4.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0
HSCI69600,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM10010,27.0,12.0,11.0,7.0,6.0,8.0,5.0,6.0,5.0,4.0,6.0,1.0,9.0
HTM10100,13.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HTM14100,0.0,10.0,0.0,0.0,19.0,0.0,0.0,28.0,0.0,0.0,6.0,0.0,4.0
HTM16200,0.0,17.0,8.0,5.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0
HTM17300,6.0,18.0,16.0,13.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
HTM18100,4.0,7.0,10.0,11.0,7.0,7.0,2.0,5.0,3.0,1.0,2.0,0.0,2.0
HTM19100,23.0,17.0,0.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
HTM20200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM21200,8.0,8.0,8.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
HTM23100,0.0,28.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
HTM24100,3.0,8.0,5.0,6.0,8.0,4.0,2.0,13.0,6.0,2.0,3.0,1.0,6.0
HTM25500,11.0,33.0,13.0,18.0,17.0,21.0,14.0,3.0,3.0,0.0,3.0,0.0,1.0
HTM26200,4.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HTM29101,0.0,21.0,12.0,10.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
HTM29102,0.0,31.0,11.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
HTM30200,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HTM31100,0.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM31200,0.0,2.0,3.0,7.0,11.0,2.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0
HTM31700,39.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM32200,0.0,25.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,3.0
HTM34100,0.0,11.0,1.0,0.0,19.0,2.0,3.0,8.0,3.0,0.0,0.0,0.0,3.0
HTM36200,0.0,18.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM37200,3.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
HTM38110,1.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
HTM39200,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
HTM39900,20.0,19.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
HTM41100,0.0,15.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HTM44100,0.0,7.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
HTM49110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM49111,0.0,49.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
HTM49112,0.0,23.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0
HTM49201,0.0,27.0,3.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM49901,0.0,24.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
HTM60200,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM61200,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDE30100,0.0,21.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
IDE36000,1.0,3.0,5.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
IDE38500,2.0,5.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
IDE48300,0.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
IDE48400,4.0,8.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
IDE48700,9.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
IE20000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE23000,0.0,38.0,23.0,22.0,47.0,28.0,20.0,19.0,11.0,0.0,19.0,0.0,11.0
IE33000,10.0,11.0,12.0,12.0,12.0,10.0,7.0,6.0,3.0,2.0,1.0,1.0,10.0
IE33200,0.0,1.0,3.0,16.0,18.0,36.0,25.0,39.0,24.0,7.0,8.0,8.0,7.0
IE33500,58.0,13.0,33.0,26.0,37.0,26.0,14.0,26.0,14.0,10.0,7.0,4.0,19.0
IE33600,6.0,16.0,17.0,20.0,18.0,17.0,15.0,14.0,18.0,3.0,2.0,1.0,4.0
IE34300,31.0,61.0,71.0,43.0,59.0,32.0,16.0,14.0,12.0,3.0,2.0,2.0,3.0
IE37000,76.0,63.0,24.0,13.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
IE38300,5.0,15.0,16.0,13.0,17.0,16.0,10.0,13.0,6.0,6.0,3.0,0.0,3.0
IE38600,3.0,8.0,13.0,18.0,16.0,25.0,13.0,11.0,5.0,6.0,0.0,0.0,2.0
IE43100,4.0,21.0,10.0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE47000,0.0,23.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE47200,23.0,13.0,0.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0
IE47400,13.0,16.0,33.0,21.0,21.0,24.0,11.0,5.0,6.0,2.0,1.0,1.0,3.0
IE48400,8.0,19.0,19.0,16.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
IE48600,25.0,27.0,56.0,23.0,7.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
IE53000,41.0,0.0,6.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
IE53500,7.0,28.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
IE54100,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
IE54500,34.0,26.0,10.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0
IE55900,0.0,31.0,20.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
IE56100,0.0,12.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
IE57000,3.0,19.0,0.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
IE57700,5.0,9.0,5.0,3.0,13.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
IE57800,11.0,23.0,18.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
IE57900,7.0,76.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE58000,7.0,86.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IE59000,21.0,41.0,17.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IE69000,27.0,11.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE69600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE69700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IET21400,0.0,28.0,15.0,18.0,5.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,2.0
IET23500,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IET31300,2.0,57.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
IET31600,2.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,0.0,2.0,4.0,0.0,0.0
IET33400,3.0,31.0,2.0,12.0,36.0,6.0,5.0,9.0,0.0,1.0,7.0,2.0,3.0
IET33620,0.0,1.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0
IET34300,0.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IET41400,0.0,12.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
IET43530,8.0,9.0,3.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0
IET43640,0.0,15.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
IET44275,0.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ILS10300,10.0,92.0,5.0,5.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
ILS17500,3.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILS18000,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ILS23000,26.0,15.0,7.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ILS29500,8.0,7.0,6.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
ILS49500,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILS51200,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ILS63000,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPH58000,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPH69600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITAL10100,3.0,19.0,14.0,4.0,6.0,8.0,3.0,5.0,5.0,0.0,2.0,1.0,3.0
ITAL10200,2.0,4.0,2.0,3.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ITAL10500,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ITAL20100,1.0,6.0,9.0,4.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
ITAL20200,0.0,6.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITAL21200,1.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ITAL33000,3.0,4.0,8.0,5.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
JPNS10100,57.0,35.0,16.0,6.0,6.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0
JPNS10200,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
JPNS20100,5.0,16.0,10.0,7.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
JPNS20200,1.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
JPNS28000,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPNS30100,0.0,10.0,9.0,4.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
JPNS31300,0.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
JPNS33000,0.0,8.0,10.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
JPNS36100,2.0,4.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
JPNS40100,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR10100,0.0,25.0,9.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
KOR20100,0.0,9.0,7.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR38000,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LA10110,5.0,3.0,7.0,8.0,10.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0
LA11600,7.0,10.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
LA11700,0.0,1.0,6.0,6.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0
LA16100,12.0,21.0,9.0,5.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0
LA24600,1.0,5.0,10.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LA30900,0.0,4.0,5.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LA31600,0.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
LA32500,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA39000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA41600,0.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0
LA47600,5.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LA50100,0.0,14.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LATN10100,2.0,7.0,2.0,3.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0
LING20100,8.0,17.0,3.0,4.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
LING31100,11.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LING32100,10.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA10800,46.0,25.0,0.0,1.0,7.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,9.0
MA13700,0.0,16.0,0.0,1.0,19.0,2.0,2.0,25.0,1.0,0.0,7.0,0.0,6.0
MA13800,0.0,3.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0
MA13900,1.0,16.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0
MA15300,40.0,95.0,14.0,18.0,91.0,22.0,40.0,27.0,22.0,14.0,15.0,0.0,73.0
MA15555,74.0,48.0,21.0,19.0,18.0,9.0,10.0,11.0,3.0,3.0,3.0,1.0,3.0
MA15800,18.0,124.0,50.0,35.0,211.0,76.0,94.0,83.0,63.0,24.0,52.0,0.0,100.0
MA16010,104.0,362.0,135.0,117.0,252.0,101.0,100.0,223.0,62.0,83.0,99.0,31.0,131.0
MA16020,6.0,49.0,17.0,23.0,60.0,24.0,25.0,34.0,20.0,7.0,4.0,0.0,12.0
MA16100,44.0,89.0,80.0,78.0,139.0,73.0,68.0,72.0,44.0,37.0,79.0,0.0,42.0
MA16200,55.0,131.0,75.0,85.0,107.0,89.0,100.0,105.0,96.0,63.0,23.0,1.0,107.0
MA16290,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA16500,101.0,172.0,101.0,98.0,139.0,135.0,111.0,159.0,99.0,52.0,35.0,0.0,9.0
MA17000,10.0,11.0,8.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0
MA26100,124.0,392.0,323.0,274.0,289.0,490.0,344.0,360.0,234.0,73.0,66.0,0.0,69.0
MA26200,13.0,27.0,34.0,47.0,52.0,49.0,30.0,25.0,19.0,5.0,3.0,0.0,7.0
MA26500,46.0,114.0,72.0,84.0,82.0,89.0,90.0,83.0,83.0,27.0,47.0,0.0,69.0
MA26600,80.0,107.0,86.0,82.0,101.0,90.0,69.0,84.0,71.0,14.0,35.0,8.0,56.0
MA27101,4.0,8.0,12.0,6.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
MA27900,4.0,10.0,4.0,3.0,11.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0
MA29000,4.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MA30100,6.0,2.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,4.0
MA30300,32.0,87.0,51.0,47.0,87.0,43.0,29.0,51.0,25.0,12.0,19.0,3.0,11.0
MA34100,21.0,31.0,21.0,25.0,23.0,17.0,20.0,4.0,3.0,3.0,5.0,1.0,11.0
MA35100,12.0,42.0,22.0,22.0,21.0,21.0,20.0,15.0,14.0,3.0,5.0,6.0,12.0
MA35301,10.0,8.0,11.0,8.0,7.0,6.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0
MA36200,0.0,10.0,3.0,5.0,9.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,4.0
MA36600,7.0,34.0,7.0,7.0,18.0,9.0,6.0,10.0,3.0,3.0,6.0,1.0,6.0
MA37300,1.0,8.0,4.0,5.0,5.0,3.0,0.0,1.0,3.0,0.0,5.0,4.0,3.0
MA37500,6.0,12.0,0.0,2.0,4.0,5.0,4.0,1.0,2.0,0.0,3.0,0.0,3.0
MA41600,7.0,8.0,4.0,9.0,7.0,1.0,6.0,3.0,2.0,0.0,2.0,3.0,3.0
MA42500,3.0,2.0,2.0,2.0,1.0,4.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0
MA44000,3.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
MA45000,2.0,3.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
MA45300,3.0,7.0,10.0,8.0,7.0,5.0,5.0,11.0,5.0,2.0,2.0,0.0,7.0
MA46000,1.0,8.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
MA48100,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA50400,3.0,3.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA51100,21.0,26.0,6.0,6.0,11.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
MA51400,2.0,3.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
MA52700,30.0,44.0,27.0,31.0,22.0,5.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0
MA53900,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA54400,15.0,7.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MA55300,1.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA55400,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA55700,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MA56200,4.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA57100,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA59800,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
