CourseID,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
ENGL23200,6.0,7.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ENGL23800,7.0,26.0,17.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0
ENGL24100,8.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENGL24900,3.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENGL25000,4.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGL25700,0.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL26400,1.0,5.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENGL26600,1.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENGL28000,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
ENGL28600,7.0,17.0,15.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENGL30100,2.0,11.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENGL30400,0.0,22.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0
ENGL30600,3.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL30900,4.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENGL31700,12.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGL34400,0.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGL35000,2.0,12.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENGL36000,1.0,8.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGL36600,3.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGL36700,0.0,13.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENGL37300,5.0,10.0,13.0,11.0,16.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
ENGL37700,2.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENGL37900,9.0,3.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL38000,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL38600,1.0,9.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
ENGL39100,0.0,6.0,9.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
ENGL39200,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENGL40700,25.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL40800,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL40900,1.0,21.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENGL41200,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL41900,22.0,7.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGL42000,191.0,147.0,103.0,49.0,48.0,18.0,4.0,7.0,3.0,2.0,2.0,1.0,8.0
ENGL42100,107.0,55.0,59.0,26.0,21.0,22.0,9.0,9.0,3.0,2.0,1.0,1.0,8.0
ENGL42201,20.0,1.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGL50900,2.0,7.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENGL51500,0.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGL68100,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR10301,29.0,519.0,9.0,11.0,17.0,2.0,2.0,7.0,0.0,0.0,4.0,0.0,3.0
ENGR13000,0.0,39.0,14.0,6.0,16.0,6.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0
ENGR13100,0.0,882.0,558.0,187.0,70.0,48.0,8.0,7.0,7.0,0.0,4.0,0.0,5.0
ENGR13200,0.0,31.0,23.0,40.0,28.0,20.0,15.0,3.0,12.0,0.0,10.0,0.0,8.0
ENGR13300,0.0,371.0,38.0,25.0,30.0,7.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0
ENGR16100,5.0,211.0,44.0,31.0,86.0,11.0,6.0,10.0,0.0,0.0,0.0,0.0,3.0
ENGR18000,24.0,8.0,4.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
ENGR19400,14.0,190.0,34.0,13.0,12.0,8.0,1.0,7.0,5.0,0.0,2.0,0.0,7.0
ENGR29701,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENGR30500,4.0,14.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR31000,2.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
ENGR40400,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR40600,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR49700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR59600,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR69299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR69399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR69699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGT18100,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENGT18200,0.0,145.0,0.0,0.0,106.0,0.0,0.0,46.0,0.0,0.0,21.0,0.0,13.0
ENGT48000,54.0,58.0,0.0,23.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGT48100,23.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGT50100,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGT50900,0.0,6.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTM10100,12.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENTM10200,0.0,1.0,0.0,3.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
ENTM10500,2.0,10.0,19.0,16.0,6.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0
ENTM20100,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTM20600,15.0,10.0,18.0,7.0,7.0,7.0,4.0,3.0,8.0,1.0,3.0,1.0,1.0
ENTM20700,1.0,6.0,8.0,4.0,6.0,6.0,2.0,5.0,2.0,1.0,0.0,1.0,3.0
ENTM22810,20.0,65.0,28.0,24.0,15.0,3.0,3.0,4.0,1.0,2.0,0.0,1.0,2.0
ENTM22830,26.0,34.0,17.0,5.0,5.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
ENTM24200,0.0,1.0,4.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
ENTM30100,0.0,6.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENTM33500,0.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
ENTM39300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTM41000,3.0,7.0,3.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
ENTM41001,1.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
ENTM42890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTM50800,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENTM60000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTM60900,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTM61000,0.0,6.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENTR20000,89.0,112.0,114.0,41.0,22.0,30.0,7.0,4.0,3.0,2.0,1.0,0.0,2.0
ENTR31000,67.0,56.0,44.0,18.0,11.0,13.0,6.0,2.0,1.0,0.0,2.0,1.0,0.0
ENTR31500,5.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENTR46000,90.0,14.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
ENTR48000,11.0,23.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTR48100,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTR48200,2.0,9.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTR50000,0.0,54.0,12.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPCS11100,10.0,81.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
EPCS20100,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPCS30100,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FNR12500,0.0,7.0,12.0,12.0,13.0,11.0,9.0,17.0,6.0,3.0,1.0,1.0,5.0
FNR15000,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNR22500,10.0,9.0,7.0,5.0,9.0,6.0,7.0,9.0,5.0,2.0,5.0,0.0,5.0
FNR23000,8.0,17.0,27.0,15.0,20.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
FNR24000,0.0,68.0,0.0,12.0,22.0,0.0,3.0,16.0,0.0,0.0,3.0,0.0,1.0
FNR24150,0.0,18.0,18.0,16.0,23.0,14.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0
FNR24250,13.0,11.0,6.0,8.0,2.0,4.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0
FNR27000,11.0,25.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
FNR30110,9.0,11.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FNR31300,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
FNR33100,0.0,1.0,9.0,5.0,16.0,12.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0
FNR34100,11.0,18.0,4.0,2.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
FNR35700,9.0,1.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
FNR35910,9.0,15.0,11.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FNR37800,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNR40100,0.0,13.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNR43400,0.0,14.0,4.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
FNR43900,0.0,4.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
FNR44700,0.0,12.0,6.0,7.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
FNR45600,0.0,1.0,2.0,1.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0
FNR46500,0.0,37.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
FNR49800,6.0,13.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNR52700,3.0,12.0,4.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
FNR52800,0.0,22.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNR58600,3.0,62.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0
FNR59800,5.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR10100,4.0,8.0,7.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0
FR10200,4.0,15.0,10.0,9.0,4.0,9.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0
FR20100,5.0,2.0,14.0,3.0,5.0,10.0,1.0,5.0,4.0,1.0,0.0,0.0,2.0
FR20200,3.0,2.0,7.0,12.0,4.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0
FR21200,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR24100,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FR30100,3.0,6.0,8.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FR30200,2.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
FR31200,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FR33000,2.0,19.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FR40100,1.0,0.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
FR56300,1.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS16100,17.0,27.0,19.0,20.0,17.0,13.0,11.0,7.0,3.0,0.0,1.0,1.0,2.0
FS29800,29.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
FS34100,1.0,4.0,2.0,8.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
FS34200,1.0,10.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FS36100,15.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
FS36200,6.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS36300,0.0,16.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS44200,11.0,3.0,5.0,4.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FS44400,0.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS44700,18.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS47000,0.0,342.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
FS48200,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FS53000,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS55001,1.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS55101,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS55201,1.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FS55402,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FVS26100,26.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0
FVS29000,7.0,18.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FVS33201,0.0,14.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FVS33400,0.0,10.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
FVS33600,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FVS33700,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
FVS49100,37.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
GER10100,0.0,5.0,10.0,5.0,12.0,7.0,5.0,3.0,1.0,2.0,0.0,0.0,4.0
GER10200,1.0,26.0,12.0,3.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
GER11200,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER20100,1.0,21.0,14.0,1.0,8.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
GER20200,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
GER21200,1.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER24100,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER30100,3.0,10.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GER32300,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER40100,1.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
GRAD59000,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAD60100,24.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAD61200,0.0,153.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GRAD69900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREK10100,2.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
GS11900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS12001,0.0,59.0,0.0,4.0,13.0,0.0,4.0,6.0,0.0,3.0,5.0,0.0,14.0
GS19501,12.0,76.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0
GS19700,85.0,104.0,26.0,11.0,15.0,7.0,3.0,5.0,5.0,0.0,0.0,0.0,3.0
GS19900,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GS29501,0.0,64.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS40500,0.0,146.0,26.0,20.0,16.0,10.0,8.0,2.0,6.0,1.0,1.0,0.0,3.0
GS49000,86.0,54.0,12.0,5.0,6.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0
GSLA10100,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
HDFS10000,0.0,46.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
HDFS20100,46.0,92.0,29.0,28.0,16.0,11.0,1.0,4.0,0.0,1.0,2.0,1.0,4.0
HDFS21000,134.0,163.0,60.0,44.0,28.0,0.0,5.0,7.0,5.0,1.0,4.0,1.0,5.0
HDFS28000,7.0,46.0,25.0,9.0,13.0,6.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0
HDFS30500,6.0,8.0,2.0,5.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HDFS31100,8.0,29.0,6.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
HDFS31200,0.0,6.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
HDFS31300,3.0,12.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS31400,21.0,16.0,5.0,2.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
HDFS32500,22.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS33000,0.0,40.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HDFS33100,0.0,13.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HDFS34100,0.0,39.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
HDFS34300,0.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HDFS34600,1.0,15.0,5.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
HDFS34800,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS40500,7.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS40800,2.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS41800,1.0,6.0,2.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HDFS42000,11.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS45100,0.0,11.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS45400,0.0,6.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
HDFS61300,3.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HDFS68500,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFS69700,0.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEBR10100,9.0,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEBR12100,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHS30000,51.0,47.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHS30100,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST10300,3.0,22.0,62.0,43.0,33.0,24.0,16.0,11.0,7.0,4.0,3.0,2.0,4.0
HIST10400,65.0,83.0,47.0,16.0,12.0,7.0,6.0,0.0,3.0,4.0,2.0,1.0,10.0
HIST10500,0.0,20.0,16.0,19.0,17.0,5.0,4.0,7.0,4.0,1.0,3.0,0.0,8.0
HIST15100,5.0,23.0,44.0,41.0,50.0,22.0,16.0,16.0,9.0,5.0,5.0,3.0,13.0
HIST15200,60.0,105.0,88.0,51.0,65.0,24.0,20.0,13.0,7.0,1.0,1.0,1.0,11.0
HIST20100,0.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST24000,16.0,17.0,12.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
HIST24300,5.0,3.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0
HIST27100,0.0,14.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
HIST30000,1.0,10.0,15.0,13.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
HIST30200,1.0,3.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST30305,0.0,18.0,9.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
HIST31305,0.0,32.0,9.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HIST33400,1.0,15.0,11.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HIST33805,9.0,20.0,15.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
HIST34705,0.0,15.0,9.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
HIST35500,4.0,3.0,4.0,11.0,9.0,4.0,1.0,3.0,2.0,0.0,3.0,1.0,4.0
HIST37100,0.0,42.0,45.0,27.0,57.0,13.0,11.0,11.0,1.0,0.0,0.0,0.0,3.0
HIST37200,0.0,29.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
HIST38200,1.0,11.0,4.0,4.0,10.0,5.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0
HIST38400,2.0,10.0,27.0,18.0,24.0,19.0,13.0,5.0,2.0,0.0,0.0,1.0,3.0
HIST39500,1.0,17.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
HIST40800,1.0,8.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
HIST41005,0.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST41505,0.0,2.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
HIST46900,3.0,4.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0
HIST48005,1.0,11.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0
HIST49500,2.0,6.0,3.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,3.0
HIST61000,0.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HK10000,0.0,19.0,11.0,13.0,15.0,6.0,5.0,8.0,6.0,2.0,3.0,3.0,8.0
HK13500,49.0,39.0,9.0,7.0,12.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,5.0
HK22200,0.0,7.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
